articleID,wordID,Count
0,2,1
0,9,1
0,11,8
0,16,1
0,22,8
0,26,1
0,28,6
0,29,7
0,32,10
0,41,12
0,47,2
0,50,2
0,51,3
0,59,4
0,66,3
0,72,2
0,80,6
0,82,1
0,98,1
0,99,1
0,138,2
0,142,1
0,143,1
0,225,4
0,226,2
0,232,9
0,234,1
0,250,2
0,266,1
0,288,1
0,300,1
0,309,1
0,310,1
0,313,4
0,315,2
0,323,1
0,342,7
0,364,1
0,369,1
0,383,1
0,387,5
0,415,2
0,421,1
0,423,1
0,468,1
0,472,3
0,473,4
0,475,1
0,476,3
0,481,1
0,497,1
0,528,2
0,533,1
0,562,1
0,573,2
0,605,2
0,612,2
0,622,1
0,628,1
0,629,2
0,642,1
0,645,1
0,707,1
0,721,3
0,748,1
0,761,1
0,762,1
0,774,2
0,777,1
0,779,1
0,791,1
0,813,2
0,822,1
0,823,2
0,827,2
0,833,2
0,835,1
0,842,1
0,849,4
0,862,1
0,876,1
0,902,1
0,909,1
0,913,1
0,921,1
0,927,1
0,951,1
0,968,1
0,991,1
0,992,3
0,994,2
0,1014,1
0,1029,5
0,1041,1
0,1043,1
0,1064,1
0,1065,1
0,1074,2
0,1076,1
0,1100,1
0,1115,2
0,1195,1
0,1244,1
0,1254,1
0,1333,1
0,1364,1
0,1365,1
0,1366,1
0,1388,1
0,1411,1
0,1439,1
0,1459,3
0,1462,2
0,1508,1
0,1512,1
0,1515,1
0,1537,1
0,1545,1
0,1551,1
0,1570,1
0,1572,2
0,1689,1
0,1724,1
0,1893,1
0,1953,1
0,1982,1
0,2245,2
0,2259,1
0,2369,1
0,2469,1
0,2508,1
0,2663,1
0,2957,1
0,3437,1
0,3438,1
0,3696,1
0,3697,1
0,3698,1
0,3699,1
0,3881,1
0,4252,1
0,4712,1
0,5002,1
0,5508,1
0,5562,1
0,5728,1
0,5839,1
0,6089,1
0,7498,1
0,7598,1
0,7805,1
0,8840,1
0,9110,2
0,9111,2
0,9112,1
0,9113,1
0,9114,1
0,9706,1
0,9890,1
0,18372,1
0,19149,1
0,29380,1
0,36230,1
1,6,1
1,11,2
1,28,4
1,29,1
1,32,1
1,47,1
1,50,2
1,72,1
1,82,3
1,159,2
1,232,2
1,250,1
1,290,1
1,296,1
1,309,1
1,311,1
1,315,2
1,387,2
1,643,1
1,691,2
1,721,1
1,748,1
1,774,1
1,813,1
1,844,1
1,877,1
1,885,2
1,886,1
1,901,1
1,921,1
1,946,1
1,1017,1
1,1019,1
1,1065,1
1,1412,1
1,1645,1
1,1820,1
1,2064,1
1,2087,1
1,2457,1
1,3288,2
1,3289,1
1,3290,2
1,3291,1
1,3292,1
1,3293,1
1,3294,1
1,3295,1
1,3296,1
1,3808,1
1,3869,1
1,7176,2
1,7458,1
1,9120,2
2,11,3
2,15,1
2,22,3
2,24,1
2,26,1
2,28,8
2,29,5
2,32,14
2,41,5
2,50,1
2,51,6
2,59,10
2,71,2
2,75,1
2,79,2
2,80,3
2,82,1
2,98,2
2,130,2
2,138,3
2,143,3
2,182,1
2,232,8
2,238,1
2,250,4
2,251,1
2,278,2
2,297,2
2,298,1
2,300,1
2,306,1
2,313,1
2,390,1
2,396,1
2,418,1
2,427,1
2,430,1
2,437,1
2,457,3
2,466,1
2,472,5
2,473,12
2,476,3
2,482,1
2,491,2
2,497,1
2,530,2
2,549,1
2,643,1
2,645,3
2,662,1
2,721,1
2,727,1
2,744,1
2,745,1
2,758,2
2,765,1
2,768,1
2,769,3
2,774,1
2,777,3
2,782,1
2,837,1
2,840,1
2,844,1
2,875,1
2,885,3
2,893,1
2,901,1
2,911,1
2,919,2
2,921,6
2,933,1
2,965,1
2,968,4
2,971,2
2,994,3
2,1002,1
2,1008,1
2,1014,2
2,1022,1
2,1027,3
2,1056,1
2,1064,2
2,1065,2
2,1109,1
2,1110,2
2,1111,2
2,1112,2
2,1113,1
2,1114,1
2,1133,1
2,1201,2
2,1234,1
2,1239,1
2,1318,2
2,1320,1
2,1330,1
2,1403,1
2,1437,1
2,1451,1
2,1457,1
2,1464,1
2,1473,1
2,1499,1
2,1537,2
2,1546,1
2,1551,1
2,1570,1
2,1571,1
2,1607,2
2,1637,1
2,1663,1
2,1744,1
2,1745,2
2,1756,1
2,1760,1
2,1820,1
2,1879,1
2,1899,2
2,1903,1
2,1944,1
2,1952,1
2,1988,1
2,2079,1
2,2118,1
2,2164,1
2,2290,1
2,2317,1
2,2362,1
2,2378,1
2,2751,2
2,2953,1
2,2963,1
2,3064,2
2,3185,1
2,3324,1
2,3443,3
2,3464,2
2,3517,2
2,3625,1
2,3719,1
2,3720,2
2,3909,1
2,3910,2
2,3911,1
2,3912,4
2,3923,5
2,4453,1
2,5200,1
2,5202,1
2,5203,1
2,5272,2
2,5508,1
2,5674,2
2,5745,1
2,6097,1
2,6226,1
2,6372,1
2,6626,1
2,6717,1
2,6997,1
2,7501,5
2,7660,2
2,7889,1
2,7977,1
2,8821,2
2,8835,1
2,8951,1
2,9326,1
2,9416,1
2,9417,1
2,9418,1
2,9419,1
2,11817,1
2,27366,1
2,37887,1
2,53222,1
3,9,1
3,11,20
3,15,1
3,16,10
3,22,25
3,24,1
3,26,3
3,28,40
3,29,16
3,32,19
3,41,12
3,43,3
3,45,1
3,47,2
3,50,6
3,51,7
3,53,2
3,59,22
3,66,5
3,71,3
3,72,1
3,80,4
3,82,6
3,83,4
3,84,1
3,94,1
3,98,2
3,99,3
3,100,1
3,103,3
3,121,4
3,138,1
3,141,4
3,142,1
3,143,13
3,151,1
3,155,3
3,159,2
3,180,1
3,232,12
3,233,1
3,234,4
3,238,3
3,244,1
3,250,6
3,276,1
3,278,1
3,281,1
3,288,2
3,290,2
3,294,1
3,296,7
3,298,1
3,300,4
3,305,1
3,306,1
3,308,2
3,309,1
3,311,1
3,313,4
3,315,2
3,339,1
3,342,9
3,363,3
3,387,6
3,392,6
3,393,1
3,399,1
3,409,1
3,415,1
3,419,2
3,424,1
3,425,9
3,437,2
3,448,1
3,450,1
3,457,1
3,464,1
3,465,3
3,468,1
3,469,2
3,472,5
3,473,4
3,476,4
3,478,3
3,481,1
3,488,1
3,490,1
3,491,2
3,514,1
3,528,1
3,530,2
3,535,1
3,549,1
3,550,2
3,554,1
3,562,3
3,573,2
3,574,1
3,587,1
3,603,1
3,611,1
3,612,4
3,613,1
3,620,1
3,622,1
3,629,2
3,643,1
3,645,2
3,656,1
3,657,1
3,662,2
3,682,1
3,691,1
3,694,2
3,721,9
3,730,1
3,741,1
3,745,1
3,747,1
3,748,6
3,765,3
3,769,1
3,774,4
3,777,1
3,778,2
3,792,4
3,812,5
3,823,3
3,824,2
3,826,1
3,827,3
3,831,1
3,833,1
3,837,1
3,844,2
3,846,1
3,848,2
3,849,1
3,862,3
3,863,1
3,869,3
3,876,2
3,885,2
3,886,1
3,901,4
3,904,1
3,909,2
3,911,2
3,913,1
3,919,1
3,920,1
3,921,6
3,929,2
3,938,1
3,941,2
3,946,3
3,964,1
3,967,2
3,968,1
3,969,1
3,976,1
3,981,1
3,984,1
3,986,1
3,987,1
3,991,2
3,992,1
3,994,1
3,995,2
3,1002,5
3,1009,2
3,1016,1
3,1017,6
3,1033,1
3,1037,2
3,1039,1
3,1043,1
3,1064,3
3,1070,2
3,1076,1
3,1100,1
3,1101,1
3,1102,1
3,1122,1
3,1123,1
3,1127,1
3,1129,1
3,1133,1
3,1136,1
3,1137,1
3,1144,2
3,1156,3
3,1159,2
3,1195,3
3,1205,1
3,1210,1
3,1235,1
3,1244,3
3,1259,3
3,1265,1
3,1267,1
3,1269,1
3,1281,1
3,1282,1
3,1304,1
3,1324,1
3,1329,1
3,1346,1
3,1364,1
3,1424,3
3,1451,3
3,1462,1
3,1471,1
3,1484,1
3,1486,1
3,1490,1
3,1506,1
3,1507,1
3,1551,1
3,1556,1
3,1570,1
3,1579,1
3,1607,1
3,1634,1
3,1645,4
3,1648,1
3,1675,1
3,1677,1
3,1689,1
3,1734,1
3,1783,1
3,1809,1
3,1854,1
3,1860,1
3,1862,1
3,1869,1
3,1893,1
3,1897,1
3,1905,2
3,1909,1
3,1923,1
3,2029,1
3,2037,1
3,2044,1
3,2094,1
3,2110,1
3,2112,2
3,2181,1
3,2219,1
3,2231,4
3,2253,1
3,2443,2
3,2464,1
3,2533,1
3,2584,1
3,2607,1
3,2632,1
3,2716,1
3,2790,3
3,2806,1
3,2828,2
3,2905,1
3,3022,2
3,3056,1
3,3068,1
3,3139,7
3,3152,1
3,3166,1
3,3182,3
3,3191,1
3,3288,1
3,3289,1
3,3290,1
3,3291,1
3,3292,1
3,3293,1
3,3294,1
3,3295,1
3,3296,1
3,3468,4
3,3470,3
3,3481,1
3,3500,1
3,3558,1
3,3564,1
3,3707,2
3,3902,1
3,3949,1
3,3994,1
3,4065,1
3,4087,2
3,4093,1
3,4315,1
3,4500,1
3,4708,1
3,4728,1
3,4742,3
3,4920,1
3,5002,1
3,5081,1
3,5148,1
3,5487,1
3,5914,1
3,6098,1
3,6426,1
3,6520,1
3,6624,1
3,6953,1
3,7076,1
3,7669,4
3,7802,1
3,7807,1
3,7950,1
3,8011,1
3,8141,1
3,8412,1
3,8810,1
3,8978,1
3,9006,1
3,9412,1
3,9413,1
3,9444,1
3,10049,1
3,10309,1
3,10527,1
3,10774,4
3,11226,1
3,11255,1
3,11760,1
3,12033,1
3,13011,1
3,14704,1
3,15868,1
3,17146,1
3,18174,1
3,19353,1
3,20592,3
3,22057,1
3,22097,2
3,22507,1
3,31723,1
3,31759,1
3,31926,1
3,36511,1
3,38810,1
3,41949,1
3,45753,1
3,45955,1
3,46814,1
3,53415,1
3,53975,2
3,53976,1
3,53977,1
3,53978,1
3,53979,3
4,11,3
4,15,1
4,22,8
4,28,12
4,29,8
4,30,1
4,32,8
4,40,3
4,41,5
4,50,2
4,51,1
4,59,3
4,80,1
4,82,2
4,98,5
4,103,1
4,121,1
4,141,1
4,143,1
4,159,3
4,182,1
4,232,2
4,234,1
4,244,1
4,250,1
4,281,1
4,288,2
4,300,2
4,303,1
4,311,1
4,382,1
4,387,1
4,393,1
4,418,2
4,450,3
4,455,1
4,457,2
4,466,1
4,472,2
4,473,2
4,476,2
4,490,1
4,497,1
4,503,1
4,557,1
4,573,1
4,643,2
4,662,3
4,675,1
4,691,3
4,721,3
4,747,1
4,752,2
4,753,2
4,754,2
4,760,1
4,766,2
4,768,4
4,769,1
4,774,1
4,777,2
4,808,2
4,812,4
4,813,3
4,823,1
4,827,2
4,833,2
4,849,1
4,853,1
4,862,1
4,869,1
4,875,1
4,876,4
4,885,2
4,889,3
4,902,1
4,920,4
4,921,1
4,968,2
4,992,1
4,1014,1
4,1017,1
4,1027,2
4,1070,1
4,1076,1
4,1078,1
4,1080,1
4,1089,1
4,1115,1
4,1124,1
4,1168,1
4,1207,1
4,1234,2
4,1244,1
4,1248,1
4,1254,1
4,1323,1
4,1382,1
4,1390,1
4,1402,1
4,1412,1
4,1510,1
4,1526,1
4,1537,5
4,1544,2
4,1551,1
4,1557,1
4,1572,1
4,1667,2
4,1757,1
4,2065,1
4,2087,1
4,2164,1
4,2246,1
4,2270,1
4,2341,1
4,2476,1
4,2636,1
4,3057,1
4,3064,1
4,3085,1
4,3433,1
4,3483,1
4,3553,1
4,3680,1
4,3860,1
4,4065,1
4,4152,1
4,4234,1
4,4650,1
4,5218,1
4,5312,1
4,5313,1
4,5314,1
4,5331,2
4,5336,2
4,5962,1
4,6050,1
4,6863,2
4,7076,1
4,7161,2
4,7343,1
4,7452,2
4,7594,1
4,7601,1
4,8029,1
4,8073,1
4,8079,1
4,8125,5
4,8138,1
4,8359,1
4,8371,1
4,8837,1
4,9666,1
4,11132,6
4,12870,2
4,15139,1
4,48545,1
4,50075,2
4,53980,1
5,5,1
5,11,3
5,15,1
5,22,2
5,26,2
5,28,4
5,29,4
5,32,9
5,41,1
5,47,3
5,48,1
5,51,2
5,71,1
5,75,1
5,80,1
5,82,2
5,99,1
5,100,1
5,103,1
5,118,1
5,138,1
5,143,2
5,232,3
5,250,1
5,251,1
5,275,1
5,294,3
5,298,1
5,300,3
5,303,1
5,306,1
5,311,1
5,313,2
5,387,1
5,421,3
5,437,1
5,455,1
5,457,2
5,472,1
5,473,3
5,475,1
5,476,2
5,629,2
5,643,1
5,662,1
5,705,1
5,711,1
5,721,2
5,744,1
5,748,1
5,769,1
5,774,1
5,777,2
5,782,1
5,800,1
5,812,1
5,827,2
5,840,1
5,853,2
5,894,2
5,901,1
5,904,1
5,921,2
5,968,1
5,972,1
5,992,1
5,1014,1
5,1037,1
5,1070,1
5,1100,2
5,1102,1
5,1244,1
5,1284,1
5,1301,1
5,1319,1
5,1328,1
5,1362,1
5,1379,1
5,1415,1
5,1423,1
5,1545,1
5,1579,1
5,1585,1
5,1652,1
5,1766,1
5,1869,1
5,2087,1
5,2118,1
5,2213,1
5,2329,1
5,2381,1
5,2447,1
5,2457,1
5,2460,1
5,2532,1
5,2557,1
5,2864,1
5,2892,1
5,2897,1
5,2969,1
5,3007,1
5,3274,1
5,3573,1
5,3576,1
5,3935,2
5,4038,1
5,4127,1
5,4235,1
5,4252,1
5,4269,1
5,4543,1
5,4560,2
5,4724,1
5,5056,1
5,5137,1
5,5520,1
5,5528,1
5,6792,2
5,7901,1
5,7924,1
5,9013,1
5,9110,2
5,9111,2
5,9112,2
5,9113,2
5,9114,1
5,9204,1
5,9574,1
5,9575,1
5,9576,1
5,9577,1
5,9707,1
5,9708,1
5,22342,1
5,28842,1
5,30542,2
5,32120,1
5,32415,1
5,34476,1
5,37153,2
5,46871,1
5,53981,2
5,53982,1
6,11,4
6,15,1
6,22,3
6,26,2
6,28,10
6,29,4
6,32,9
6,47,2
6,51,3
6,59,12
6,71,3
6,80,5
6,82,2
6,98,2
6,103,2
6,136,1
6,141,2
6,143,3
6,159,2
6,172,4
6,183,1
6,232,3
6,234,1
6,250,2
6,296,1
6,313,2
6,334,2
6,387,1
6,393,1
6,418,2
6,445,2
6,472,2
6,473,1
6,474,1
6,475,1
6,476,7
6,480,2
6,510,2
6,514,2
6,535,1
6,538,1
6,629,3
6,683,3
6,721,2
6,737,2
6,747,1
6,748,1
6,769,1
6,774,6
6,777,2
6,784,1
6,797,1
6,812,3
6,822,1
6,823,1
6,827,1
6,839,1
6,848,2
6,876,2
6,904,1
6,909,1
6,921,2
6,941,2
6,946,1
6,970,1
6,971,1
6,984,1
6,991,1
6,994,2
6,1015,1
6,1017,2
6,1027,2
6,1029,1
6,1039,1
6,1093,1
6,1100,1
6,1133,1
6,1156,1
6,1182,2
6,1195,1
6,1244,1
6,1265,1
6,1279,1
6,1286,1
6,1328,1
6,1330,2
6,1342,1
6,1357,1
6,1391,1
6,1415,1
6,1424,1
6,1453,1
6,1462,1
6,1537,1
6,1648,1
6,1736,1
6,1752,1
6,1754,1
6,1766,2
6,1822,1
6,1825,2
6,1869,2
6,1946,2
6,2007,1
6,2112,1
6,2130,2
6,2135,1
6,2164,1
6,2171,1
6,2213,1
6,2218,1
6,2355,1
6,2371,2
6,2800,1
6,3060,1
6,3386,2
6,3458,2
6,3480,1
6,3599,1
6,3643,4
6,3831,1
6,4111,1
6,4218,1
6,4263,2
6,4314,2
6,4828,1
6,5148,1
6,5687,2
6,6089,1
6,7290,2
6,7322,6
6,7323,3
6,7324,2
6,7325,2
6,7326,2
6,7327,3
6,7328,3
6,7329,4
6,7330,1
6,7331,1
6,7332,1
6,7416,1
6,9428,1
6,9429,1
6,9430,1
6,10914,1
6,21880,1
6,25528,2
6,32976,1
6,33297,3
6,40879,1
6,53654,1
6,53983,1
6,53984,1
7,2,1
7,11,16
7,14,1
7,15,2
7,16,1
7,22,10
7,26,10
7,28,29
